session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
13267,3,3,2,88,2,2,2,2,2,2,9
13268,2,88,2,425,4,10,21,4,60,60,9
13269,60,60,267,21,10,4,4,10,21,4,9
13270,27,6,4,30,27,21,10,51,9,6,9
13271,10,4,28,3,9,3,24,28,4,10,9
13272,28,24,24,9,6,4,9,9,24,9,9
13273,28,24,28,6,4,4,4,51,4,24,9
13274,28,9,6,28,4,51,24,28,9,4,9
13275,9,9,24,28,4,9,24,4,4,51,9
13276,28,4,9,24,28,4,24,28,9,9,9
13277,28,4,24,28,24,28,4,24,28,9,9
13278,4,24,24,28,4,28,24,24,28,9,9
13279,24,28,28,24,4,28,3,24,2,2,9
13280,2,2,176,176,162,98,162,176,162,162,9
13281,176,423,388,367,98,216,162,409,379,369,9
13282,404,388,367,423,398,176,390,404,379,367,9
13283,388,423,369,398,409,3,98,404,423,388,9
13284,398,390,390,176,379,404,367,423,398,369,9
13285,388,98,379,423,388,3,98,162,3,5,9
13286,911,21,4,27,28,3,10,98,176,162,9
13287,367,216,98,3,162,239,162,176,98,216,9
13288,369,664,98,664,3,239,664,409,162,176,9
13289,98,216,98,245,3,245,176,423,98,409,9
13290,367,398,379,388,162,3,369,404,162,176,9
13291,369,98,162,216,516,245,98,162,3,3,9
13292,4,769,43,2,3,2,6,3,2,4,9
13293,10,21,2,2,3,6,27,21,10,27,9
13294,30,4,9,3,28,4,30,28,4,9,9
13295,24,28,10,24,24,28,6,9,4,6,9
13296,24,4,51,4,4,81,4,28,43,24,9
13297,51,4,9,6,28,43,219,548,219,425,9
13298,4,10,21,4,27,30,4,21,10,27,9
13299,6,30,9,3,28,4,10,3,28,28,9
13300,9,4,24,28,9,10,24,6,4,6,9
13301,4,4,24,9,51,28,28,51,24,28,9
13302,4,24,28,6,9,28,28,24,4,425,9
13303,4,3,81,43,10,21,4,4,10,21,9
13304,27,10,21,27,4,30,3,6,9,9,9
13305,4,4,30,3,28,28,10,4,9,24,9
13306,4,9,28,10,4,6,24,9,4,24,9
13307,24,28,4,4,4,9,24,9,28,4,9
13308,24,28,4,24,28,4,24,28,4,4,9
13309,24,28,9,4,4,28,24,28,4,24,9
13310,4,28,4,24,9,4,4,24,28,28,9
13311,24,4,4,4,9,28,24,4,4,28,9
13312,28,24,4,28,24,28,4,24,28,24,9
13313,9,4,24,4,28,24,28,28,28,28,9
13314,4,30,3,4,28,10,9,4,4,24,9
13315,28,4,28,6,9,4,28,24,30,3,9
13316,4,28,9,6,10,6,28,24,28,9,9
13317,24,51,4,9,4,24,28,4,9,51,9
13318,6,9,24,28,4,24,28,9,4,24,9
13319,28,4,28,24,28,24,28,9,28,24,9
13320,4,28,24,28,2,2,9,3,9,43,9
13321,2,9,3,2,24,28,24,9,2,2,9
13322,773,773,773,43,2,4,851,9,2,851,9
13323,4,4,9,2,2,845,9,28,24,4,9
13324,845,783,31,783,6,5,845,783,22,6,9
13325,845,20,10,6,20,9,4,54,62,2,9
13326,54,62,86,143,2,9,2,773,773,2,9
13327,9,2,1998,2,1998,1998,2,773,2,851,9
13328,2,851,2,9,4,28,2,2,3,9,9
13329,9,9,3,2,62,54,86,86,62,24,9
13330,28,24,2,845,783,5,2,6,20,9,9
13331,20,4,6,9,2,28,24,4,24,28,9
13332,4,24,28,4,4,28,24,9,4,28,9
13333,24,4,28,24,4,28,24,4,24,9,9
13334,28,4,28,24,4,28,24,24,4,28,9
13335,24,9,2,62,2,54,9,54,86,62,9
13336,4,24,28,28,24,2,28,28,2,2,9
13337,28,24,9,28,28,28,28,28,4,4,9
13338,28,3,30,4,2,9,4,2,6,4,9
13339,28,9,24,24,5,845,783,2,22,20,9
13340,6,28,2,2,4294,28,4,2,9,4,9
13341,24,4,28,4,24,9,4,28,24,4,9
13342,28,24,28,4,4038,28,4,24,4,28,9
13343,24,9,4,24,6,6,4,51,4,4,9
13344,51,6,9,24,4,4,9,51,6,24,9
13345,28,4,4,4,24,4,51,9,2,4,9
13346,6,2,9,230,2,230,230,101,230,230,9
13347,24,51,40,230,28,230,230,230,230,230,9
13348,9,230,230,230,101,230,4,40,230,230,9
13349,230,230,230,101,230,40,230,230,101,230,9
13350,1282,230,181,1282,40,40,40,1282,230,40,9
13351,40,1282,40,4,2,42,9,42,2,2,9
13352,2,1351,1351,2,9,29,29,29,2,29,9
13353,113,29,29,113,2,29,29,29,29,2,9
13354,29,113,2,29,29,2,29,29,29,29,9
13355,29,2,29,29,2,29,2,29,2,29,9
13356,2,29,40,395,357,40,357,395,40,40,9
13357,395,40,357,395,40,357,40,230,40,40,9
13358,357,395,40,357,395,4,40,357,395,395,9
13359,357,40,40,395,40,357,40,40,40,40,9
13360,40,40,40,40,40,40,40,40,2,29,9
13361,2,2,24,10,2,2,10,3,362,29,9
13362,385,96,91,96,362,91,385,362,96,91,9
13363,91,362,385,96,385,2,96,91,385,362,9
13364,96,362,91,385,96,385,362,91,2,818,9
13365,362,91,113,818,2,818,113,2,818,113,9
13366,91,96,385,96,91,362,362,91,91,96,9
13367,91,362,91,96,24,91,2,362,96,385,9
13368,91,362,96,385,91,362,96,96,362,91,9
13369,385,362,385,385,362,91,362,96,40,91,9
13370,385,96,362,2,40,40,40,40,395,357,9
13371,40,357,395,357,395,40,395,357,40,357,9
13372,395,40,357,40,40,40,357,40,40,40,9
13373,40,40,395,357,40,40,395,40,2,385,9
13374,96,362,385,362,96,91,2,96,385,362,9
13375,91,113,2,385,362,96,91,96,385,362,9
13376,91,91,362,385,385,91,362,96,2,96,9
13377,362,91,385,385,362,96,91,2,4,385,9
13378,362,96,91,385,96,362,91,28,24,9,9
13379,2,362,96,385,91,4,28,24,9,4,9
13380,24,28,4,24,28,4,4,24,9,4,9
13381,28,9,4,28,24,4,28,24,4,24,9
13382,28,9,28,4,24,9,4,28,24,4,9
13383,28,24,28,24,9,4,28,24,9,28,9
13384,24,28,4,28,24,9,4,9,24,24,9
13385,28,4,28,24,9,28,4,24,9,28,9
13386,24,4,28,24,28,24,9,24,4,28,9
13387,28,24,9,28,24,4,28,28,24,9,9
13388,4,9,24,28,28,24,4,24,28,9,9
13389,28,4,24,9,28,24,4,24,28,28,9
13390,24,9,28,4,24,28,9,24,24,28,9
13391,4,28,24,9,4,9,24,28,24,28,9
13392,28,24,4,28,28,24,9,28,24,4,9
13393,9,24,28,4,28,24,28,28,24,9,9
13394,4,28,24,9,28,24,28,4,28,24,9
13395,2,2,6,3,4,10,6,2,21,2,9
13396,27,3,6,3,21,27,30,4,10,28,9
13397,9,30,6,4,10,28,4,9,24,6,9
13398,28,10,24,24,6,9,28,24,28,51,9
13399,4,2,2,9,4,2,9,4,2,2,9
13400,9,43,4,9,2,4,24,6,9,51,9
13401,28,51,4,4,24,6,28,4,51,9,9
13402,4,9,24,9,9,28,28,6,4,9,9
13403,28,24,2,9,28,24,2,1661,9,9,9
13404,2,361,716,9,716,361,4,361,716,361,9
13405,361,361,361,361,28,28,9,24,3,10,9
13406,3,2,2,3,6,3,6,2,952,41,9
13407,41,2,2,2,82,82,41,41,165,44,9
13408,996,169,99,1059,169,231,996,44,169,169,9
13409,95,97,187,97,159,43,81,169,169,99,9
13410,169,169,99,169,4,425,10,21,27,30,9
13411,21,27,10,4,30,3,6,9,9,3,9
13412,28,10,226,28,4,169,4,9,28,24,9
13413,28,10,4,24,28,28,4,6,9,226,9
13414,169,24,4,24,6,6,51,4,4,4,9
13415,4,24,4,51,28,6,9,24,24,10,9
13416,28,28,28,28,30,3,28,4,9,51,9
13417,4,4,28,4,24,28,28,6,9,4,9
13418,24,24,9,28,226,169,4,24,6,24,9
13419,28,9,4,169,226,28,24,28,4,24,9
13420,28,28,9,24,4,28,95,24,95,4,9
13421,24,28,28,24,9,28,24,4,28,24,9
13422,28,28,9,24,4,28,28,24,28,24,9
13423,28,24,9,28,24,28,24,24,28,24,9
13424,9,28,28,28,24,24,24,28,9,24,9
13425,28,4,2,2,3,6,4,10,6,21,9
13426,2,27,3,10,21,27,4,30,9,3,9
13427,4,9,28,4,30,10,28,4,9,4,9
13428,28,24,28,10,6,24,24,4,4,28,9
13429,9,28,24,28,10,9,4,28,28,28,9
13430,28,28,28,30,3,9,4,4,4,43,9
13431,4,24,28,9,4,24,28,24,28,4,9
13432,28,9,24,9,51,4,28,4,51,4,9
13433,24,9,6,4,28,24,4,9,24,28,9
13434,4,6,24,28,9,4,24,28,4,28,9
13435,24,51,9,24,28,4,24,28,9,4,9
13436,28,24,28,24,28,4,24,28,9,24,9
13437,28,24,28,4,24,9,28,28,24,28,9
13438,4,24,28,24,28,24,28,9,24,28,9
13439,28,24,24,28,24,28,24,28,9,24,9
13440,28,24,4,24,28,24,28,24,28,9,9
13441,24,28,28,4,24,28,24,28,24,28,9
13442,24,28,9,24,28,24,28,4,24,2,9
13443,9,28,9,9,2,9,88,88,2,9,9
13444,9,28,88,2,2,24,24,28,24,9,9
13445,24,28,24,28,9,4,28,28,24,28,9
13446,9,4,24,28,9,24,28,28,28,24,9
13447,24,28,9,24,28,4,28,24,9,24,9
13448,28,24,28,9,9,4,24,28,51,24,9
13449,28,9,4,51,4,24,28,9,28,4,9
13450,24,28,9,24,28,4,9,24,28,24,9
13451,28,28,4,24,9,28,24,28,24,28,9
13452,9,4,28,24,9,24,28,9,24,28,9
13453,28,24,28,9,24,28,24,28,9,24,9
13454,28,28,24,24,9,28,24,28,24,28,9
13455,9,4,28,24,9,28,28,24,24,28,9
13456,9,24,28,24,28,9,28,24,28,24,9
13457,28,9,24,28,24,28,9,28,24,28,9
13458,24,28,9,24,28,4,24,28,9,28,9
13459,24,28,9,24,28,28,24,28,9,28,9
13460,24,28,24,28,9,24,28,28,24,24,9
13461,28,9,24,28,24,28,24,28,9,4,9
13462,24,28,9,24,28,2,2,6,3,3,9
13463,4,10,6,2,2,21,27,3,21,10,9
13464,27,4,3,4,6,30,10,4,30,9,9
13465,4,28,51,9,24,51,9,28,4,6,9
13466,4,10,24,24,9,28,28,548,219,4,9
13467,425,2,4,2,9,62,2,54,9,4,9
13468,54,143,86,62,24,2159,363,363,28,43,9
13469,363,363,86,62,2,773,2,773,2,2,9
13470,851,851,51,6,4,2,2,845,783,31,9
13471,783,845,5,22,2,2046,1311,2,687,3,9
13472,783,6,207,3,207,583,604,1311,1760,659,9
13473,6,22,5,2046,207,6,3,20,207,20,9
13474,24,28,2,2,9,2,9,773,4,3,9
13475,207,4,2,9,24,28,4,4,2,24,9
13476,9,28,2,2,9,9,2,2,3616,9,9
13477,2,4,28,93,1235,1909,1235,1817,1175,2210,9
13478,24,28,2,2,9,2,54,86,62,2,9
13479,9,2,4086,9,2,2,25,25,9,2,9
13480,2912,24,4453,3,25,2912,3,28,2,25,9
13481,2,9,25,53,192,9,4,24,24,28,9
13482,9,28,28,4,28,30,3,4,4,2,9
13483,2,9,24,25,2,25,25,2,9,724,9
13484,724,25,724,9,2,724,724,724,724,724,9
13485,724,724,724,724,724,724,724,724,724,24,9
13486,28,4,6,9,4,2,24,2,9,2089,9
13487,2,31,2089,2089,4132,28,6,4,9,4,9
13488,9,4,24,28,9,4,24,28,4,24,9
13489,28,4,9,24,28,4,9,4,24,28,9
13490,9,4,4,28,24,28,4,9,24,9,9
13491,28,4,9,24,28,4,4,24,28,28,9
13492,28,4,24,9,28,4,28,3,30,4,9
13493,24,2,2,9,2,3870,4,24,6,28,9
13494,9,6,2,9,24,28,24,9,4,4,9
13495,24,51,9,24,6,28,4,4,4,24,9
13496,28,9,4,4,28,28,24,2,2,6,9
13497,3,6,3,2,1249,3,1249,3,2,4510,9
13498,43,2,45,2,17,6,18,2947,5,6,9
13499,10,2947,6,2,10,1249,2,1249,2,1249,9
13500,2,2,5,2386,352,2386,2386,2,17,6,9
13501,31,2,1822,13,1822,38,5,281,38,19,9
13502,19,1822,13,13,17,5,281,1822,19,19,9
13503,13,17,5,281,19,19,2,2,6,3,9
13504,4,10,6,2,4,3,4,3,6,4,9
13505,6,21,27,10,21,30,27,4,3,9,9
13506,24,28,9,4,6,9,28,6,10,9,9
13507,4,24,28,6,51,4,4,51,24,4,9
13508,28,4,9,6,28,24,28,24,9,9,9
13509,28,4,24,28,24,28,24,4,28,2,9
13510,2,9,788,9,2,788,9,28,24,9,9
13511,28,24,4,28,51,30,3,4,4,24,9
13512,5,943,959,943,4,24,28,788,959,2,9
13513,54,62,2,62,143,86,54,6,28,2,9
13514,2,9,62,62,54,86,9,24,2,2,9
13515,9,4,54,62,2,86,86,62,28,2,9
13516,2,1944,9,3422,1781,1944,1944,1781,1944,1781,9
13517,1781,28,24,2,3162,9,4,2,3162,62,9
13518,54,62,86,9,2,28,24,62,86,4,9
13519,9,1155,2,417,1155,2764,475,547,1155,211,9
13520,136,246,5,2147,24,911,24,9,28,4,9
13521,9,28,24,9,28,4,9,24,28,9,9
13522,24,9,9,24,28,4,9,24,28,9,9
13523,24,28,4,9,28,24,9,28,28,24,9
13524,9,24,28,9,24,6,51,4,9,24,9
13525,9,6,24,9,9,28,4,51,28,28,9
13526,51,24,4,548,219,219,219,256,0,0,9
13527,60,60,267,39,39,69,160,69,182,161,10
13528,168,164,81,312,168,182,164,161,81,43,10
13529,39,60,60,267,39,39,192,81,182,164,10
13530,161,168,312,61,2,6,3,2,6,3,10
13531,1761,3,2607,2,1761,2,3,2887,81,43,10
13532,2018,31,2018,3,2,157,2018,2018,3862,5,10
13533,3,2,61,61,61,41,2,2,3,2,10
13534,103,335,103,335,3,136,335,103,335,2,10
13535,10,4,2,10,4,3,3,4,6,6,10
13536,21,27,65,3,6,27,30,65,4,10,10
13537,9,21,9,30,6,4,9,33,4,4,10
13538,4,6,33,4,9,4,9,351,505,2,10
13539,4,3,10,21,65,27,3,9,30,3,10
13540,27,65,10,2,21,30,9,33,4,4,10
13541,4,4,4,4,33,6,4,4,6,9,10
13542,39,39,164,81,168,312,182,161,168,182,10
13543,164,61,472,2,6,3,2,6,3,31,10
13544,136,3,2,58,58,58,81,43,2,2,10
13545,1044,31,2,1327,2425,3,1138,2759,3423,2759,10
13546,31,2568,5,3,3147,2568,225,524,1553,246,10
13547,2568,3,1620,797,1553,3147,31,1620,3512,1620,10
13548,31,453,797,210,453,453,453,930,930,172,10
13549,453,1620,797,1620,453,2414,246,246,1596,814,10
13550,4590,1596,4501,453,2830,1596,1970,1209,246,453,10
13551,814,3951,814,246,2339,2547,1970,2871,1181,814,10
13552,1596,489,489,417,1596,1233,814,2547,1233,1208,10
13553,814,1970,1208,814,1970,814,1233,1181,567,814,10
13554,1233,1208,1890,2003,417,13,209,13,1233,1181,10
13555,2003,1890,2339,2339,1890,567,532,31,38,567,10
13556,2003,2003,417,1208,1208,417,532,38,1358,209,10
13557,251,251,918,38,1358,1358,1358,1358,1358,1233,10
13558,1233,1890,1233,251,918,19,38,251,918,251,10
13559,865,251,918,6,1358,13,19,3153,6,38,10
13560,377,10,377,377,128,204,1818,10,377,211,10
13561,211,5,918,204,1872,128,918,204,106,524,10
13562,2534,106,1622,535,246,3153,106,2,4,3,10
13563,10,6,2,10,3,4,4,4,3,6,10
13564,21,6,65,27,65,10,21,6,30,27,10
13565,30,4,3,9,4,9,33,4,4,4,10
13566,6,33,9,4,6,6,4,6,9,9,10
13567,9,4,4,4,9,4,4,256,4,4,10
13568,9,4,4,4,4,9,4,4,4,4,10
13569,4,9,4,4,4,4,9,4,4,4,10
13570,9,4,4,4,9,4,4,4,9,4,10
13571,4,4,9,4,4,4,9,4,4,4,10
13572,9,4,4,4,9,4,4,4,9,4,10
13573,4,4,9,4,4,4,9,4,4,4,10
13574,9,4,4,4,9,4,4,4,9,4,10
13575,4,4,9,4,4,4,9,4,4,4,10
13576,9,4,4,4,9,4,4,4,9,4,10
13577,4,4,9,4,4,4,9,4,4,4,10
13578,9,4,4,4,9,4,4,4,9,4,10
13579,4,4,9,60,60,267,81,164,182,168,10
13580,161,312,161,168,61,472,2,2,3,6,10
13581,2,2,6,3,1163,2273,2,1163,2,1163,10
13582,2,1163,2,2,43,81,39,2,39,10,10
13583,4,3,6,4,3,10,6,21,6,65,10
13584,27,10,21,65,27,6,3,30,9,4,10
13585,33,4,30,9,33,6,9,6,24,9,10
13586,4,9,24,6,4,2,2,9,2,599,10
13587,2,335,103,3,136,3,335,136,5,9,10
13588,49,69,2,2,688,58,280,2,31,688,10
13589,248,58,889,480,965,3,1027,1763,280,58,10
13590,969,889,225,688,58,225,1031,10,58,225,10
13591,280,2566,225,3,136,10,280,225,6,9,10
13592,2566,2,2,31,175,175,283,119,2,297,10
13593,371,2,58,58,58,2,2,632,632,2,10
13594,2505,2505,119,525,371,632,2505,632,31,632,10
13595,31,371,2,632,632,632,496,496,2,9,10
13596,9,2,599,2,2758,2758,632,2,9,2,10
13597,335,335,103,2,599,251,2734,173,2,4008,10
13598,9,632,173,9,2,9,9,2,58,58,10
13599,2,335,103,2,2,335,335,103,335,2,10
13600,103,335,2,64,642,597,330,3,426,20,10
13601,330,5,343,599,643,343,330,2,330,343,10
13602,3,106,643,330,106,10,2182,239,535,3,10
13603,2,3,9,2,9,2,9,10,9,9,10
13604,9,2,2,58,58,103,335,103,9,103,10
13605,9,2,9,60,60,267,210,81,161,312,10
13606,168,164,182,168,161,2,6,3,61,61,10
13607,6,61,3,2,61,41,2,43,81,39,10
13608,39,69,69,160,61,61,556,41,61,711,10
13609,61,61,711,41,2,10,3,21,65,27,10
13610,2,3,6,9,10,21,4,65,2,27,10
13611,2,6,9,10,4,30,3,4,9,33,10
13612,4,30,10,4,4,9,6,33,151,151,10
13613,151,31,4,4,4,4,9,2,155,3,10
13614,21,2,151,151,4,21,65,10,27,351,10
13615,31,351,505,2,2,69,160,69,69,160,10
13616,69,69,160,69,192,81,164,164,312,161,10
13617,182,168,5,5,161,168,182,164,182,168,10
13618,168,182,61,2,6,3,2100,3,6,2,10
13619,2100,2100,1012,301,408,408,301,1336,408,1858,10
13620,43,81,301,408,408,1336,408,301,2,43,10
13621,39,93,2,2,344,2,344,3,344,344,10
13622,344,344,344,344,2487,344,224,2,2,1163,10
13623,2,2,2273,1163,2,2,39,2900,2900,256,10
13624,472,2,10,21,65,3,27,9,4,21,10
13625,27,6,65,2,9,30,2,10,3,4,10
13626,9,33,4,9,30,9,33,10,6,24,10
13627,6,4,4,24,6,4,9,4,4,155,10
13628,2,4,9,3,10,4,10,65,27,21,10
13629,4,2,3,93,3,2,93,4,10,21,10
13630,3,10,4,21,60,60,267,39,39,256,10
13631,39,39,160,69,81,164,168,182,161,161,10
13632,168,312,164,5,182,164,182,168,5,168,10
13633,182,168,61,93,93,93,93,61,61,61,10
13634,43,81,69,69,160,39,39,93,93,93,10
13635,61,1350,699,3235,61,61,556,61,61,61,10
13636,61,43,69,160,39,39,81,164,182,168,10
13637,182,312,161,164,5,168,5,161,168,164,10
13638,182,61,182,69,160,69,81,43,39,39,10
13639,93,93,93,61,61,61,351,505,351,93,10
13640,2,3,6,2,3,6,2,525,119,31,10
13641,175,119,175,283,525,371,496,297,496,371,10
13642,93,2,392,90,108,118,31,31,5,108,10
13643,90,22,45,102,20,18,118,17,17,5,10
13644,90,20,2,2,2,5,3,761,6,761,10
13645,6,3,171,761,6,761,6,128,10,761,10
13646,535,2,93,2,49,2,49,2,2,10,10
13647,3,4,6,4,10,4,3,4,21,3,10
13648,27,65,6,21,4,27,65,10,30,3,10
13649,9,4,6,30,33,4,6,33,9,6,10
13650,4,4,6,4,9,4,3,4,9,2,10
13651,155,6,4,65,10,4,21,27,2,2,10
13652,49,49,49,2,60,60,267,39,39,69,10
13653,160,69,192,81,164,168,182,312,161,93,10
13654,61,93,2,6,3,6,3,2,39,43,10
13655,43,81,39,93,2,4,3,10,21,2,10
13656,65,3,27,21,10,27,6,30,3,4,10
13657,65,9,33,4,30,9,6,10,33,4,10
13658,4,24,4,9,4,24,6,4,9,6,10
13659,9,4,9,93,2,2,9,3,4,30,10
13660,9,33,2,4,2,2,6,4,4,2,10
13661,3,30,4,33,9,6,24,4,93,93,10
13662,4,6,9,4,240,542,45,17,240,18,10
13663,5,3,17,5,240,240,240,45,59,240,10
13664,240,240,45,59,5,240,5,542,240,542,10
13665,240,5,59,240,240,59,5,240,101,542,10
13666,40,59,5,240,240,240,5,59,5,93,10
13667,59,2,59,59,4,59,2,3,4,9,10
13668,30,33,5,2,2,9,9,5,2,573,10
13669,3,22,745,9,2,31,22,3,5,573,10
13670,20,2863,10,10,573,2865,20,2863,1259,2865,10
13671,1259,745,1259,1259,745,1259,1259,745,1259,745,10
13672,3,745,745,745,3,2,9,4,30,9,10
13673,33,4,2,4,93,93,93,93,93,93,10
13674,61,61,556,61,30,9,4,33,3,61,10
13675,61,41,61,711,711,439,61,439,439,5,10
13676,5,439,439,439,5,93,2,2,2,301,10
13677,3842,93,2,93,2,2,439,439,2,439,10
13678,439,439,81,268,268,268,1203,439,2,439,10
13679,439,439,1883,1883,439,439,439,439,93,1883,10
13680,93,2,2,2,2,2,2,10,3,4,10
13681,21,27,65,9,30,2,10,21,4,33,10
13682,65,27,3,30,6,5,9,439,439,4,10
13683,33,6,5,4,9,1883,5,2,5,4,10
13684,4,93,93,2,3,30,9,33,4,1775,10
13685,1775,1775,93,240,240,542,45,5,59,240,10
13686,240,45,59,240,5,45,59,240,240,240,10
13687,240,542,5,240,59,542,240,5,4506,6,10
13688,10,6,22,1246,1955,45,5,20,6,5,10
13689,4,4,155,4,30,9,33,5,3,10,10
13690,2,155,21,20,4,21,10,27,65,6,10
13691,439,439,439,439,439,439,93,2,2,21,10
13692,10,3,27,65,9,4,30,9,33,4,10
13693,65,21,27,2,4,33,6,439,439,439,10
13694,10,3,30,4,9,439,33,6,439,4,10
13695,4,3,9,30,4,33,9,24,4,6,10
13696,4,4,4,3,33,30,9,6,39,39,10
13697,93,2,2,6,3,93,93,93,61,61,10
13698,61,556,61,6,2,10,21,43,65,2,10
13699,3,27,2,9,9,3,2,21,65,27,10
13700,10,6,9,4,30,10,4,3,4,9,10
13701,4,33,30,10,6,33,9,4,4,4,10
13702,93,2,9,2,2,9,2,3,2,31,10
13703,58,136,58,2,58,58,2,392,31,118,10
13704,90,108,102,18,22,90,5,17,108,31,10
13705,45,20,5,118,2,130,101,1601,6,1601,10
13706,1601,6,53,1601,130,53,10,6,40,20,10
13707,90,10,1601,9,93,2,2,53,9,9,10
13708,90,108,118,2,108,90,108,90,18,17,10
13709,174,108,45,5,22,2,2462,22,5,20,10
13710,330,3,6,10,599,2,20,426,330,642,10
13711,597,64,330,343,643,20,5,343,330,643,10
13712,6,3,106,2397,10,239,106,2267,330,2,10
13713,2,31,1788,1788,9,2,3,343,2,335,10
13714,103,335,5,2,3,965,280,889,480,248,10
13715,688,1027,1763,688,1031,225,969,889,6,10,10
13716,982,10,6,225,1968,3,489,1134,751,2431,10
13717,225,280,1833,1134,2,1265,2,1044,31,1327,10
13718,1138,1463,1138,677,1463,677,2120,677,251,677,10
13719,3725,524,2,1103,3,1103,3289,64,207,2,10
13720,4821,677,744,2468,3,207,2,830,207,830,10
13721,207,10,830,6,138,359,343,105,359,3289,10
13722,15,3,744,707,31,173,707,707,172,677,10
13723,707,1523,677,1523,707,707,1523,758,707,1523,10
13724,138,758,359,707,105,2148,707,1523,31,707,10
13725,707,31,677,707,138,359,138,359,2,359,10
13726,138,138,138,359,5,562,562,138,359,830,10
13727,138,359,138,138,138,359,138,359,343,3,10
13728,138,359,138,359,359,138,359,138,138,830,10
13729,138,138,138,562,138,138,138,138,359,138,10
13730,138,2,138,359,138,830,359,138,138,138,10
13731,138,138,138,138,359,138,359,707,138,359,10
13732,830,138,359,138,138,138,359,138,359,138,10
13733,359,138,359,138,138,359,138,138,830,138,10
13734,138,138,138,138,138,138,138,359,138,138,10
13735,830,138,359,138,138,138,359,138,359,359,10
13736,138,138,138,138,830,138,359,138,138,138,10
13737,138,138,138,138,138,138,359,830,138,138,10
13738,138,138,138,138,138,138,359,138,138,830,10
13739,359,138,138,138,359,138,138,359,138,359,10
13740,138,138,138,138,359,830,138,138,359,9,10
13741,138,138,138,359,138,138,138,138,359,138,10
13742,830,138,138,138,138,359,138,138,138,93,10
13743,138,93,2,9,9,2,103,335,2,49,10
13744,49,49,2,330,330,2,64,20,3,5,10
13745,642,599,330,343,535,2,3390,2,3239,2,10
13746,9,343,2,49,49,2,656,2,9,93,10
13747,2,9,3,9,2,58,58,2,9,3,10
13748,9,93,2,103,335,2,9,2,9,9,10
13749,9,93,2,9,9,2,49,49,2,9,10
13750,9,49,2,69,49,2,49,49,761,6,10
13751,3,3,171,761,171,2,31,283,119,175,10
13752,297,283,371,371,761,761,128,6,10,761,10
13753,5,6,9,93,2,9,2,9,25,2,10
13754,25,25,25,25,25,25,25,25,25,25,10
13755,9,2,9,9,9,9,9,9,81,164,10
13756,161,168,182,312,161,164,168,182,61,93,10
13757,2,6,3,4,10,6,2,21,2,2,10
13758,3,27,65,10,21,65,27,9,4,30,10
13759,6,3,30,9,33,4,6,10,9,33,10
13760,6,81,43,6,4,39,6,9,9,9,10
13761,4,4,9,4,4,4,4,9,39,4,10
13762,4,4,4,9,4,4,60,60,267,93,10
13763,93,2,2,6,3,2,6,3,2,1013,10
13764,3,2,1013,1013,1013,2,3,1013,2,3,10
13765,2,2,1013,3,39,43,2,3,1013,1013,10
13766,1013,39,1013,2,3130,3130,69,69,160,69,10
13767,69,160,69,39,39,39,39,256,69,160,10
13768,164,161,168,312,182,81,182,164,168,161,10
13769,93,2,2,61,6,3,4,2,10,2,10
13770,21,6,3,65,27,27,4,65,21,10,10
13771,30,6,3,4,9,9,6,9,33,4,10
13772,10,33,4,3,4,6,155,9,2,10,10
13773,81,43,43,4,65,27,10,21,4,39,10
13774,39,161,164,168,81,312,182,182,164,168,10
13775,161,2,6,61,3,10,4,6,21,2,10
13776,27,3,65,2,27,65,21,10,30,3,10
13777,6,4,9,4,10,6,9,30,33,4,10
13778,4,33,81,9,4,43,69,69,160,69,10
13779,69,160,93,93,93,61,61,61,556,61,10
13780,192,81,164,182,164,182,312,161,168,472,10
13781,2,2,61,2,2,6,3,3,4,10,10
13782,6,2,21,2,2,27,65,65,3,10,10
13783,21,27,6,4,30,9,3,9,33,4,10
13784,6,10,33,4,6,9,6,4,5,5,10
13785,43,81,4,4,9,3,10,21,2,155,10
13786,5,2,2,2,2,3,4,10,10,21,10
13787,65,27,9,30,21,2,10,33,4318,2194,10
13788,3768,3221,3577,2674,3175,4735,106,3221,3778,2888,10
13789,2277,1668,3219,4293,3175,2277,2674,239,172,2194,10
13790,2194,2888,2277,173,4,21,10,27,65,9,10
13791,30,3,2,2,192,43,60,60,60,60,10
13792,267,39,39,256,67,15,72,67,472,2,10
13793,15,581,3,103,2,335,136,103,335,3,10
13794,5,526,347,102,170,2,1500,102,146,170,10
13795,84,2270,170,73,466,102,4299,3958,589,15,10
13796,31,84,170,3322,3,2270,102,146,2270,125,10
13797,15,17,146,22,45,6,5,18,107,2,10
13798,49,22,49,49,49,2,58,31,58,58,10
13799,15,260,251,335,245,20,173,589,37,23,10
13800,23,85,58,22,537,3,2,10,6,52,10
13801,351,2,80,2,330,597,642,5,3,64,10
13802,426,15,107,330,80,106,330,239,2267,298,10
13803,80,64,49,2,49,643,49,20,67,64,10
13804,343,3,2,2,2,599,118,2,90,90,10
13805,392,108,5,5,22,45,84,18,108,17,10
13806,118,5,90,102,22,84,118,2,335,103,10
13807,103,20,2,31,6,10,23,37,23,23,10
13808,37,23,23,37,23,37,23,39,39,39,10
13809,67,210,15,72,2,3,15,15,15,15,10
13810,15,15,3,2,67,3,2,27,65,21,10
13811,3,30,10,33,6,4,2,9,37,23,10
13812,23,80,85,52,9,9,2,654,3,103,10
